"X","Symbol","Synonym.Symbol","Scientific.Name.with.Author","Common.Name","Family","Accepted_ID","Accepted_Name","Accepted_Rank","Accepted_Species","Accepted_Species_ID"
57082,"MYCA",NA,"Mycetia cauliflora Reinw.","mycetia","Rubiaceae","756880-1","Mycetia cauliflora","Species","Mycetia cauliflora","756880-1"
57101,"MYCET",NA,"Mycetia Reinw.","mycetia","Rubiaceae","34949-1","Mycetia","Genus",NA,NA
57710,"NECA7",NA,"Neolamarckia cadamba (Roxb.) F. Bosser","kadam","Rubiaceae","914296-1","Neolamarckia cadamba","Species","Neolamarckia cadamba","914296-1"
57812,"NEISO",NA,"Neisosperma Raf.","neisosperma","Apocynaceae","2461-1","Ochrosia","Genus",NA,NA
57903,"NEOL",NA,"Nerium oleander L.","oleander","Apocynaceae","80460-1","Nerium oleander","Species","Nerium oleander","80460-1"
57904,"NEOLA",NA,"Neolaugeria Nicolson","neolaugeria","Rubiaceae","35392-1","Stenostomum","Genus",NA,NA
57905,"NEOLA2",NA,"Neolamarckia F. Bosser","neolamarckia","Rubiaceae","893396-1","Neolamarckia","Genus",NA,NA
57912,"NEOP",NA,"Neisosperma oppositifolia (Lam.) Fosberg & Sachet","neisosperma","Apocynaceae","80534-1","Ochrosia oppositifolia","Species","Ochrosia oppositifolia","80534-1"
57974,"NERE2",NA,"Neolaugeria resinosa (Vahl) Nicolson","aquilon","Rubiaceae","767136-1","Stenostomum resinosum","Species","Stenostomum resinosum","767136-1"
57986,"NERIU",NA,"Nerium L.","oleander","Apocynaceae","30305280-2","Nerium","Genus",NA,NA
58555,"OCCO",NA,"Ochrosia compta K. Schum.","holei","Apocynaceae","80497-1","Ochrosia compta","Species","Ochrosia compta","80497-1"
58565,"OCEL",NA,"Ochrosia elliptica Labill.","elliptic yellowwood","Apocynaceae","80500-1","Ochrosia elliptica","Species","Ochrosia elliptica","80500-1"
58584,"OCHA",NA,"Ochrosia haleakalae H. St. John","island yellowwood","Apocynaceae","80507-1","Ochrosia haleakalae","Species","Ochrosia haleakalae","80507-1"
58588,"OCHRO2",NA,"Ochrosia Juss.","yellowwood","Apocynaceae","2461-1","Ochrosia","Genus",NA,NA
58595,"OCKA",NA,"Ochrosia kauaiensis H. St. John","Kauai yellowwood","Apocynaceae","80513-1","Ochrosia kauaiensis","Species","Ochrosia kauaiensis","80513-1"
58596,"OCKI",NA,"Ochrosia kilaueaensis H. St. John","Hawai'i yellowwood","Apocynaceae","80514-1","Ochrosia kilaueaensis","Species","Ochrosia kilaueaensis","80514-1"
59151,"OLBO",NA,"Oldenlandia boscii (DC.) Chapm.","Bosc's mille graines","Rubiaceae","757730-1","Oldenlandia boscii","Species","Oldenlandia boscii","757730-1"
59153,"OLCA4",NA,"Oldenlandiopsis callitrichoides (Griseb.) Terrell & W.H. Lewis","creeping-bluet","Rubiaceae","281564-2","Oldenlandiopsis callitrichoides","Species","Oldenlandiopsis callitrichoides","281564-2"
59159,"OLCO",NA,"Oldenlandia corymbosa L.","flat-top mille graines","Rubiaceae","757791-1","Oldenlandia corymbosa","Species","Oldenlandia corymbosa","757791-1"
59162,"OLDEN",NA,"Oldenlandia L.","oldenlandia","Rubiaceae","30014644-2","Oldenlandia","Genus",NA,NA
59163,"OLDEN2",NA,"Oldenlandiopsis Terrell & W.H. Lewis","creeping-bluet","Rubiaceae","925301-1","Oldenlandiopsis","Genus",NA,NA
59197,"OLLA2",NA,"Oldenlandia lancifolia (Schumach.) DC.","calycose mille graines","Rubiaceae","757942-1","Oldenlandia lancifolia","Species","Oldenlandia lancifolia","757942-1"
59236,"OLSA",NA,"Oldenlandia salzmannii (DC.) Benth. & Hook. f. ex B.D. Jacks.","Salzmann's mille graines","Rubiaceae","1026122-2","Oldenlandia salzmannii","Species","Oldenlandia salzmannii","1026122-2"
59238,"OLST",NA,"Oldenlandia strigulosa DC.","rough oldenlandia","Rubiaceae","77147294-1","Leptopetalum strigulosum","Species","Leptopetalum strigulosum","77147294-1"
59243,"OLUN",NA,"Oldenlandia uniflora L.","clustered mille graines","Rubiaceae","60467434-2","Edrastima uniflora","Species","Edrastima uniflora","60467434-2"
59248,"OLVE",NA,"Oldenlandia verticillata L.","whorled oldenlandia","Rubiaceae","77144475-1","Scleromitrion verticillatum","Species","Scleromitrion verticillatum","77144475-1"
59574,"OPHIO4",NA,"Ophiorrhiza L.","ophiorrhiza","Rubiaceae","30280723-2","Ophiorrhiza","Genus",NA,NA
59665,"OPPA4",NA,"Ophiorrhiza palauensis Valeton","meldii","Rubiaceae","758552-1","Ophiorrhiza palauensis","Species","Ophiorrhiza palauensis","758552-1"
60761,"PAAL9",NA,"Palicourea alpina (Sw.) DC.","tafetan","Rubiaceae","758987-1","Palicourea alpina","Species","Palicourea alpina","758987-1"
60999,"PACR15",NA,"Paederia cruddasiana Prain","sewer vine","Rubiaceae","758887-1","Paederia cruddasiana","Species","Paederia cruddasiana","758887-1"
61002,"PACR18",NA,"Palicourea croceoides Ham.","yellow-cedar","Rubiaceae","759062-1","Palicourea croceoides","Species","Palicourea croceoides","759062-1"
61008,"PACR3",NA,"Palicourea crocea (Sw.) Schult.","red cappel","Rubiaceae","759061-1","Palicourea crocea","Species","Palicourea crocea","759061-1"
61099,"PAEDE",NA,"Paederia L.","sewer vine","Rubiaceae","35047-1","Paederia","Genus",NA,NA
61179,"PAFO3",NA,"Paederia foetida L.","stinkvine","Rubiaceae","758897-1","Paederia foetida","Species","Paederia foetida","758897-1"
61229,"PAGU",NA,"Palicourea guianensis Aubl.","showy cappel","Rubiaceae","759121-1","Palicourea guianensis","Species","Palicourea guianensis","759121-1"
61234,"PAGUB",NA,"Palicourea guianensis Aubl. ssp. barbinervia (DC.) Steyerm.","showy cappel","Rubiaceae",NA,NA,NA,NA,NA
61387,"PALIC",NA,"Palicourea Aubl.","cappel","Rubiaceae","30000890-2","Palicourea","Genus",NA,NA
63024,"PELA19",NA,"Pentas lanceolata (Forssk.) Deflers","Egyptian starcluster","Rubiaceae","760275-1","Pentas lanceolata","Species","Pentas lanceolata","760275-1"
63140,"PELU3",NA,"Pentalinon luteum (L.) B.F. Hansen & Wunderlin","hammock viper's-tail","Apocynaceae","942487-1","Pentalinon luteum","Species","Pentalinon luteum","942487-1"
63282,"PENTA11",NA,"Pentanisia Harv.","pentanisia","Rubiaceae","35088-1","Pentanisia","Genus",NA,NA
63284,"PENTA4",NA,"Pentalinon Voigt","pentalinon","Apocynaceae","2502-1","Pentalinon","Genus",NA,NA
63286,"PENTA7",NA,"Pentas Benth.","pentas","Rubiaceae","35090-1","Pentas","Genus",NA,NA
63290,"PENTO",NA,"Pentodon Hochst.","pentodon","Rubiaceae","35091-1","Pentodon","Genus",NA,NA
63421,"PEPE14",NA,"Pentodon pentandrus (Schumach. & Thonn.) Vatke","Hale's pentodon","Rubiaceae","760328-1","Pentodon pentandrus","Species","Pentodon pentandrus","760328-1"
64692,"PHGR11",NA,"Phialanthus grandifolius Alain","aquilon prieto","Rubiaceae","192737-2","Phialanthus grandifolius","Species","Phialanthus grandifolius","192737-2"
64851,"PHIAL",NA,"Phialanthus Griseb.","phialanthus","Rubiaceae","35107-1","Phialanthus","Genus",NA,NA
65198,"PHMY",NA,"Phialanthus myrtilloides Griseb.","candlewood","Rubiaceae","760440-1","Phialanthus myrtilloides","Species","Phialanthus myrtilloides","760440-1"
65973,"PIBR6",NA,"Pinckneya bracteata (W. Bartram) Raf.","fevertree","Rubiaceae","760472-1","Pinckneya pubens","Species","Pinckneya pubens","760472-1"
66373,"PINCK",NA,"Pinckneya Michx.","pinckneya","Rubiaceae","35122-1","Pinckneya","Genus",NA,NA
66677,"PLAL",NA,"Plumeria alba L.","nosegaytree","Apocynaceae","81171-1","Plumeria alba","Species","Plumeria alba","81171-1"
67283,"PLOB2",NA,"Plumeria obtusa L.","Singapore graveyard flower","Apocynaceae","81256-1","Plumeria obtusa","Species","Plumeria obtusa","81256-1"
67287,"PLOBO",NA,"Plumeria obtusa L. var. obtusa","Singapore graveyard flower","Apocynaceae",NA,NA,NA,NA,NA
67296,"PLOBS",NA,"Plumeria obtusa L. var. sericifolia (C. Wright) Woodson","Singapore graveyard flower","Apocynaceae","81256-1","Plumeria obtusa","Species","Plumeria obtusa","81256-1"
67461,"PLRU2",NA,"Plumeria rubra L.","templetree","Apocynaceae","81275-1","Plumeria rubra","Species","Plumeria rubra","81275-1"
67632,"PLUME",NA,"Plumeria L.","plumeria","Apocynaceae","30001863-2","Plumeria","Genus",NA,NA
70003,"PRAG",NA,"Prestonia agglutinata (Jacq.) Woodson","babeiro","Apocynaceae","88585-2","Echites agglutinatus","Species","Echites agglutinatus","88585-2"
70167,"PREST2",NA,"Prestonia R. Br.","prestonia","Apocynaceae","329000-2","Prestonia","Genus",NA,NA
70631,"PSBE",NA,"Psychotria berteriana DC.","cachimbo-cumun","Rubiaceae",NA,NA,NA,NA,NA
70638,"PSBR2",NA,"Psychotria brachiata Sw.","palo de cachimbo","Rubiaceae","77115595-1","Palicourea brachiata","Species","Palicourea brachiata","77115595-1"
70639,"PSBR3",NA,"Psychotria brownei Spreng.","Browne's wild coffee","Rubiaceae","212816-2","Psychotria glabrata","Species","Psychotria glabrata","212816-2"
70679,"PSCH4",NA,"Psychotria cheathamiana Fosberg","Cheatham's wild coffee","Rubiaceae","960192-1","Psychotria cheathamiana","Species","Psychotria cheathamiana","960192-1"
70704,"PSDE",NA,"Psychotria deflexa DC.","nodding wild coffee","Rubiaceae","77115599-1","Palicourea deflexa","Species","Palicourea deflexa","77115599-1"
70716,"PSDI5",NA,"Psychotria diospyrifolia Kaneh.","ebonyleaf wild coffee","Rubiaceae","761889-1","Psychotria diospyrifolia","Species","Psychotria diospyrifolia","761889-1"
70717,"PSDO2",NA,"Psychotria domingensis Jacq.","cheakyberry","Rubiaceae","759083-1","Palicourea domingensis","Species","Palicourea domingensis","759083-1"
70788,"PSFA",NA,"Psychotria fauriei (Levl.) Fosberg","Koolau Range wild coffee","Rubiaceae","762020-1","Psychotria fauriei","Species","Psychotria fauriei","762020-1"
70797,"PSGA",NA,"Psychotria garberiana Christoph.","psychotria","Rubiaceae","762100-1","Psychotria garberiana","Species","Psychotria garberiana","762100-1"
70806,"PSGR",NA,"Psychotria grandiflora H. Mann","largeflower wild coffee","Rubiaceae","762153-1","Psychotria grandiflora","Species","Psychotria grandiflora","762153-1"
70807,"PSGR2",NA,"Psychotria grandis Sw.","cachimbo grande","Rubiaceae","762156-1","Psychotria grandis","Species","Psychotria grandis","762156-1"
70808,"PSGR3",NA,"Psychotria greenwelliae Fosberg","Kauai wild coffee","Rubiaceae","762163-1","Psychotria greenwelliae","Species","Psychotria greenwelliae","762163-1"
70811,"PSGU2",NA,"Psychotria guadalupensis (DC.) Howard","Guadalupe wild coffee","Rubiaceae","77172244-1","Notopleura parasitica subsp. parasitica","Subspecies","Notopleura parasitica","60471026-2"
70814,"PSGUG",NA,"Psychotria guadalupensis (DC.) Howard ssp. grosourdyana (Baill.) Steyerm.","Guadalupe wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70816,"PSGUG2",NA,"Psychotria guadalupensis (DC.) Howard ssp. guadalupensis","Guadalupe wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70817,"PSHA2",NA,"Psychotria hathewayi Fosberg","Waianae Range wild coffee","Rubiaceae","762195-1","Psychotria hathewayi","Species","Psychotria hathewayi","762195-1"
70818,"PSHA3",NA,"Psychotria hawaiiensis (A. Gray) Fosberg","kopiko 'ula","Rubiaceae","762196-1","Psychotria hawaiiensis","Species","Psychotria hawaiiensis","762196-1"
70820,"PSHAB",NA,"Psychotria hathewayi Fosberg var. brevipetiolata Fosberg","Waianae Range wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70821,"PSHAH",NA,"Psychotria hawaiiensis (A. Gray) Fosberg var. hillebrandii (Rock) Fosberg","kopiko 'ula","Rubiaceae",NA,NA,NA,NA,NA
70822,"PSHAH2",NA,"Psychotria hathewayi Fosberg var. hathewayi","Waianae Range wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70824,"PSHAH3",NA,"Psychotria hawaiiensis (A. Gray) Fosberg var. hawaiiensis","kopiko 'ula","Rubiaceae",NA,NA,NA,NA,NA
70825,"PSHAS",NA,"Psychotria hawaiiensis (A. Gray) Fosberg var. scoriacea (Rock) Fosberg","kopiko 'ula","Rubiaceae",NA,NA,NA,NA,NA
70829,"PSHE2",NA,"Psychotria hexandra H. Mann","woodland wild coffee","Rubiaceae","762222-1","Psychotria hexandra","Species","Psychotria hexandra","762222-1"
70833,"PSHEH3",NA,"Psychotria hexandra H. Mann ssp. hexandra","woodland wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70834,"PSHEH4",NA,"Psychotria hexandra H. Mann ssp. hexandra var. hexandra","woodland wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70835,"PSHEH5",NA,"Psychotria hexandra H. Mann ssp. hexandra var. hirta Wawra","woodland wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70836,"PSHEH6",NA,"Psychotria hexandra H. Mann ssp. oahuensis O. Deg. & Fosberg var. hosakana Fosberg","Oahu wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70840,"PSHEK2",NA,"Psychotria hexandra H. Mann ssp. hexandra var. kealiae Fosberg","woodland wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70845,"PSHEO",NA,"Psychotria hexandra H. Mann ssp. oahuensis O. Deg. & Fosberg","Oahu wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70846,"PSHEO2",NA,"Psychotria hexandra H. Mann ssp. oahuensis O. Deg. & Fosberg var. oahuensis","Oahu wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70847,"PSHER",NA,"Psychotria hexandra H. Mann ssp. oahuensis O. Deg. & Fosberg var. rockii Fosberg","Oahu wild coffee","Rubiaceae",NA,NA,NA,NA,NA
70850,"PSHO",NA,"Psychotria hobdyi Sohmer","milolii kopiwai","Rubiaceae","762238-1","Psychotria hobdyi","Species","Psychotria hobdyi","762238-1"
70851,"PSHO2",NA,"Psychotria hoffmannseggiana (Roem. & Schult.) Müll. Arg.","Hoffmannsegg's wild coffee","Rubiaceae","77115613-1","Palicourea hoffmannseggiana","Species","Palicourea hoffmannseggiana","77115613-1"
70856,"PSHO8",NA,"Psychotria hombroniana (Baill.) Fosberg","wild coffee","Rubiaceae","762246-1","Psychotria hombroniana","Species","Psychotria hombroniana","762246-1"
70858,"PSHOC",NA,"Psychotria hombroniana (Baill.) Fosberg var. canfieldiae Fosberg","wild coffee","Rubiaceae","965542-1","Psychotria hombroniana var. canfieldiae","Variety","Psychotria hombroniana","762246-1"
70860,"PSHOH3",NA,"Psychotria hombroniana (Baill.) Fosberg var. hirtella (Valeton) Fosberg","wild coffee","Rubiaceae","890567-1","Psychotria hombroniana var. hirtella","Variety","Psychotria hombroniana","762246-1"
70861,"PSHOP",NA,"Psychotria hombroniana (Baill.) Fosberg var. peliliuensis Fosberg","wild coffee","Rubiaceae","965543-1","Psychotria hombroniana var. peliliuensis","Variety","Psychotria hombroniana","762246-1"
70863,"PSHOT",NA,"Psychotria hoffmannseggiana (Roem. & Schult.) Müll. Arg. var. tribracteata (Sw.) Steyerm.","Hoffmannsegg's wild coffee","Rubiaceae","77115613-1","Palicourea hoffmannseggiana","Species","Palicourea hoffmannseggiana","77115613-1"
70921,"PSKA",NA,"Psychotria kaduana (Cham. & Schltdl.) Fosberg","kopiko kea","Rubiaceae","762350-1","Psychotria kaduana","Species","Psychotria kaduana","762350-1"
70932,"PSKO2",NA,"Psychotria kosraensis Lorence & K.R. Wood","Kosrae wild coffee","Rubiaceae","77122614-1","Psychotria kosraensis","Species","Psychotria kosraensis","77122614-1"
70955,"PSLE2",NA,"Psychotria leptothyrsa Miq.","slendercluster wild coffee","Rubiaceae","77164477-1","Eumachia leptothyrsa","Species","Eumachia leptothyrsa","77164477-1"
70958,"PSLEL",NA,"Psychotria leptothyrsa Miq. var. longicarpa Valeton","slendercluster wild coffee","Rubiaceae","77164481-1","Eumachia leptothyrsa var. longicarpa","Variety","Eumachia leptothyrsa","77164477-1"
70959,"PSLI2",NA,"Psychotria ligustrifolia (Northrop) Millsp.","Bahama wild coffee","Rubiaceae","212991-2","Psychotria ligustrifolia","Species","Psychotria ligustrifolia","212991-2"
70994,"PSMA4",NA,"Psychotria maleolens Urb.","cachimbo de gato","Rubiaceae","213047-2","Psychotria maleolens","Species","Psychotria maleolens","213047-2"
70995,"PSMA5",NA,"Psychotria maricaensis Urb.","cachimbo de maricao","Rubiaceae","213066-2","Psychotria maricaensis","Species","Psychotria maricaensis","213066-2"
70996,"PSMA6",NA,"Psychotria mariniana (Cham. & Schltdl.) Fosberg","forest wild coffee","Rubiaceae","762618-1","Psychotria mariniana","Species","Psychotria mariniana","762618-1"
70998,"PSMA7",NA,"Psychotria mauiensis Fosberg","'opiko","Rubiaceae","762627-1","Psychotria mauiensis","Species","Psychotria mauiensis","762627-1"
71013,"PSMI",NA,"Psychotria microdon (DC.) Urb.","thicket wild coffee","Rubiaceae","77154321-1","Eumachia microdon","Species","Eumachia microdon","77154321-1"
71028,"PSMY2",NA,"Psychotria mycetoides Valeton","wild coffee","Rubiaceae","762752-1","Psychotria mycetoides","Species","Psychotria mycetoides","762752-1"
71029,"PSNE",NA,"Psychotria nervosa Sw.","Seminole balsamo","Rubiaceae","329821-2","Psychotria nervosa","Species","Psychotria nervosa","329821-2"
71042,"PSNU2",NA,"Psychotria nutans Sw.","floating balsamo","Rubiaceae","77164459-1","Eumachia nutans","Species","Eumachia nutans","77164459-1"
71055,"PSOD",NA,"Psydrax odorata (G. Forst.) A.C. Sm. & S. Darwin","alahe'e","Rubiaceae","945364-1","Psydrax odoratus","Species","Psydrax odoratus","945364-1"
71094,"PSPU",NA,"Psychotria pubescens Sw.","hairy wild coffee","Rubiaceae","77115623-1","Palicourea pubescens","Species","Palicourea pubescens","77115623-1"
71095,"PSPU2",NA,"Psychotria punctata Vatke","dotted wild coffee","Rubiaceae","763141-1","Psychotria punctata","Species","Psychotria punctata","763141-1"
71124,"PSRE2",NA,"Psychotria revoluta DC.","curl-leaf wild coffee","Rubiaceae","763205-1","Psychotria revoluta","Species","Psychotria revoluta","763205-1"
71131,"PSROP",NA,"Psychotria rotensis Kaneh. var. palauensis (Hosok.) Fosberg","Rota wild coffee","Rubiaceae","967088-1","Psychotria rotensis var. palauensis","Variety","Psychotria rotensis","763241-1"
71268,"PSTE4",NA,"Psychotria tenuifolia Sw.","shortleaf wild coffee","Rubiaceae","213510-2","Psychotria tenuifolia","Species","Psychotria tenuifolia","213510-2"
71298,"PSUL",NA,"Psychotria uliginosa Sw.","tres cabezas","Rubiaceae","170751-2","Notopleura uliginosa","Species","Notopleura uliginosa","170751-2"
71309,"PSWA2",NA,"Psychotria wawrae Sohmer","leatherleaf wild coffee","Rubiaceae","763777-1","Psychotria wawrae","Species","Psychotria wawrae","763777-1"
71311,"PSYCH",NA,"Psychotria L.","wild coffee","Rubiaceae","326020-2","Psychotria","Genus",NA,NA
71314,"PSYDR",NA,"Psydrax Gaertn.","psydrax","Rubiaceae","35218-1","Psydrax","Genus",NA,NA
71371,"PTERA",NA,"Pteralyxia K. Schum.","pteralyxia","Apocynaceae","2534-1","Pteralyxia","Genus",NA,NA
71413,"PTKA",NA,"Pteralyxia kauaiensis Caum","Kauai pteralyxia","Apocynaceae","81442-1","Pteralyxia kauaiensis","Species","Pteralyxia kauaiensis","81442-1"
71426,"PTMA",NA,"Pteralyxia macrocarpa (Hillebr.) K. Schum.","ridged pteralyxia","Apocynaceae","1007058-1","Pteralyxia laurifolia","Species","Pteralyxia laurifolia","1007058-1"
72574,"RAAC",NA,"Randia aculeata L.","white indigoberry","Rubiaceae","763958-1","Randia aculeata","Species","Randia aculeata","763958-1"
72626,"RAAM5",NA,"Rachicallis americana (Jacq.) Kuntze","saltwater bush","Rubiaceae",NA,NA,NA,NA,NA
72704,"RACHI",NA,"Rachicallis DC.","saltwater bush","Rubiaceae","35235-1","Rachicallis","Genus",NA,NA
72794,"RAFO2",NA,"Randia formosa (Jacq.) K. Schum.","jasmin de rosa","Rubiaceae","222508-2","Rosenbergiodendron formosum","Species","Rosenbergiodendron formosum","222508-2"
72875,"RAIN8",NA,"Rauvolfia insularis Markgr.","omechidel","Apocynaceae","81552-1","Rauvolfia insularis","Species","Rauvolfia insularis","81552-1"
72971,"RANDI",NA,"Randia L.","indigoberry","Rubiaceae","30000647-2","Randia","Genus",NA,NA
72974,"RANI2",NA,"Rauvolfia nitida Jacq.","palo amargo","Apocynaceae","81598-1","Rauvolfia nitida","Species","Rauvolfia nitida","81598-1"
73020,"RAPA4",NA,"Randia parvifolia Lam.","smallflower indigoberry","Rubiaceae","764299-1","Randia parvifolia","Species","Randia parvifolia","764299-1"
73061,"RAPO2",NA,"Randia portoricensis (Urb.) Britton & Standl.","Puerto Rico indigoberry","Rubiaceae","217057-2","Randia portoricensis","Species","Randia portoricensis","217057-2"
73103,"RARH2",NA,"Randia rhagocarpa Standl.","crucillo","Rubiaceae","217048-2","Randia obcordata","Species","Randia obcordata","217048-2"
73120,"RASA3",NA,"Rauvolfia sandwicensis A. DC.","devil's-pepper","Apocynaceae","81642-1","Rauvolfia sandwicensis","Species","Rauvolfia sandwicensis","81642-1"
73144,"RASE4",NA,"Rauvolfia serpentina (L.) Benth. ex Kurz","serpentine wood","Apocynaceae","81648-1","Rauvolfia serpentina","Species","Rauvolfia serpentina","81648-1"
73168,"RATE8",NA,"Rauvolfia tetraphylla L.","be still tree","Apocynaceae","81663-1","Rauvolfia tetraphylla","Species","Rauvolfia tetraphylla","81663-1"
73220,"RAUVO",NA,"Rauvolfia L.","devil's-pepper","Apocynaceae","328992-2","Rauvolfia","Genus",NA,NA
73228,"RAVI",NA,"Rauvolfia viridis Roem. & Schult.","milkbush","Apocynaceae","81670-1","Rauvolfia viridis","Species","Rauvolfia viridis","81670-1"
73231,"RAVO",NA,"Rauvolfia vomitoria Afzelius","poison devil's-pepper","Apocynaceae",NA,NA,NA,NA,NA
73342,"RHABD",NA,"Rhabdadenia Müll. Arg.","rhabdadenia","Apocynaceae","328984-2","Rhabdadenia","Genus",NA,NA
73419,"RHBI",NA,"Rhabdadenia biflora (Jacq.) Müll. Arg.","mangrovevine","Apocynaceae","81684-1","Rhabdadenia biflora","Species","Rhabdadenia biflora","81684-1"
74159,"RIBR2",NA,"Richardia brasiliensis Gomes","tropical Mexican clover","Rubiaceae","764657-1","Richardia brasiliensis","Species","Richardia brasiliensis","764657-1"
74201,"RICHA",NA,"Richardia L.","Mexican clover","Rubiaceae","35260-1","Richardia","Genus",NA,NA
74291,"RIGR3",NA,"Richardia grandiflora (Cham. & Schltdl.) Schult. & Schult. f.","largeflower Mexican clover","Rubiaceae",NA,NA,NA,NA,NA
74311,"RIHU3",NA,"Richardia humistrata (Cham. & Schltdl.) Schult. & Schult. f.","South American Mexican clover","Rubiaceae",NA,NA,NA,NA,NA
74514,"RISC",NA,"Richardia scabra L.","rough Mexican clover","Rubiaceae","764679-1","Richardia scabra","Species","Richardia scabra","764679-1"
74561,"RITR2",NA,"Richardia tricocca (Torr. & A. Gray) Standl.","prairie Mexican clover","Rubiaceae","221167-2","Richardia tricocca","Species","Richardia tricocca","221167-2"
74823,"ROIN4",NA,"Rondeletia inermis (Spreng.) Krug & Urb.","cordobancillo","Rubiaceae","221947-2","Rondeletia inermis","Species","Rondeletia inermis","221947-2"
74879,"RONDE",NA,"Rondeletia L.","cordobancillo","Rubiaceae","329798-2","Rondeletia","Genus",NA,NA
74955,"ROPI3",NA,"Rondeletia pilosa Sw.","cordobancillo peludo","Rubiaceae","764992-1","Rondeletia pilosa","Species","Rondeletia pilosa","764992-1"
74958,"ROPO",NA,"Rondeletia portoricensis Krug & Urb.","Juan Tomas","Rubiaceae","222033-2","Rondeletia portoricensis","Species","Rondeletia portoricensis","222033-2"
75283,"RUBIA",NA,"Rubia L.","rubia","Rubiaceae","35277-1","Rubia","Genus",NA,NA
76115,"RUTI2",NA,"Rubia tinctorum L.","dyer's madder","Rubiaceae","765369-1","Rubia tinctorum","Species","Rubia tinctorum","765369-1"
76388,"SABA15",NA,"Saba (Pichon) Pichon","saba","Apocynaceae","2560-1","Saba","Genus",NA,NA
76448,"SABIC",NA,"Sabicea Aubl.","woodvine","Rubiaceae","30011202-2","Sabicea","Genus",NA,NA
76662,"SACI2",NA,"Sabicea cinerea Aubl.","largeflower woodvine","Rubiaceae","765830-1","Sabicea cinerea","Species","Sabicea cinerea","765830-1"
78163,"SASE15",NA,"Saba senegalensis (A. DC.) Pichon","Senegal saba","Apocynaceae","81759-1","Saba senegalensis","Species","Saba senegalensis","81759-1"
78400,"SAVI6",NA,"Sabicea villosa Willd. ex Roem. & Schult.","woolly woodvine","Rubiaceae","765972-1","Sabicea villosa","Species","Sabicea villosa","765972-1"
78748,"SCEX2",NA,"Schradera exotica (J.F. Gmel.) Standl.","yellowshrub","Rubiaceae","229953-2","Schradera exotica","Species","Schradera exotica","229953-2"
78814,"SCGR5",NA,"Scolosanthus grandifolius Krug & Urb.","espuela de galan","Rubiaceae","230883-2","Scolosanthus grandifolius","Species","Scolosanthus grandifolius","230883-2"
78902,"SCHRA2",NA,"Schradera Vahl","schradera","Rubiaceae","327888-2","Schradera","Genus",NA,NA
78906,"SCHY",NA,"Scyphiphora hydrophylacea C.F. Gaertn.","yamstick mangrove","Rubiaceae","73566-3","Scyphiphora hydrophylacea","Species","Scyphiphora hydrophylacea","73566-3"
79128,"SCOLO2",NA,"Scolosanthus Vahl","scolosanthus","Rubiaceae","35330-1","Scolosanthus","Genus",NA,NA
79264,"SCPO9",NA,"Scolosanthus portoricensis Borhidi","maricao","Rubiaceae","230890-2","Scolosanthus portoricensis","Species","Scolosanthus portoricensis","230890-2"
79579,"SCVE4",NA,"Scolosanthus versicolor Vahl","Puerto Rico devilbrush","Rubiaceae","766294-1","Scolosanthus versicolor","Species","Scolosanthus versicolor","766294-1"
79893,"SEFO2",NA,"Serissa foetida (L. f.) Lam.","snowrose","Rubiaceae",NA,NA,NA,NA,NA
80382,"SERIS",NA,"Serissa Commerson ex A. Juss.","snowrose","Rubiaceae","35337-1","Serissa","Genus",NA,NA
80653,"SHAR2",NA,"Sherardia arvensis L.","blue fieldmadder","Rubiaceae","766342-1","Sherardia arvensis","Species","Sherardia arvensis","766342-1"
80658,"SHERA",NA,"Sherardia L.","sherardia","Rubiaceae","35341-1","Sherardia","Genus",NA,NA
82460,"SPAL3",NA,"Spermacoce alata Aubl. [excluded]","winged false buttonweed","Rubiaceae","766585-1","Spermacoce alata","Species","Spermacoce alata","766585-1"
82530,"SPAS2",NA,"Spermacoce assurgens Ruiz & Pav.","woodland false buttonweed","Rubiaceae","319724-2","Spermacoce remota","Species","Spermacoce remota","319724-2"
82569,"SPCA18",NA,"Spermacoce capitata Ruiz & Pav.","baldhead false buttonweed","Rubiaceae","317930-2","Spermacoce capitata","Species","Spermacoce capitata","317930-2"
82621,"SPCO7",NA,"Spermacoce confusa Rendle","river false buttonweed","Rubiaceae","766663-1","Spermacoce confusa","Species","Spermacoce confusa","766663-1"
82664,"SPDE3",NA,"Spermacoce densiflora (DC.) Alain","bouquet false buttonweed","Rubiaceae","945476-1","Spermacoce densiflora","Species","Spermacoce densiflora","945476-1"
82721,"SPER4",NA,"Spermacoce eryngioides (Cham. & Schltdl.) Kuntze","whorled-leaf false buttonweed","Rubiaceae","241414-2","Spermacoce eryngioides","Species","Spermacoce eryngioides","241414-2"
82725,"SPERM",NA,"Spermacoce L.","false buttonweed","Rubiaceae","326325-2","Spermacoce","Genus",NA,NA
