,Unnamed: 0.1,Unnamed: 0,Name,Language,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
673,673,673,Strophanthus petersianus,['en'],Strophanthus petersianus,Strophanthus petersianus,81935-1,81935-1,Species
674,674,674,Strophanthus preussii,['en'],Strophanthus preussii,Strophanthus preussii,81938-1,81938-1,Species
675,675,675,Strophanthus sarmentosus,"['en', 'fr']",Strophanthus sarmentosus,Strophanthus sarmentosus,81945-1,81945-1,Species
676,676,676,Strophanthus speciosus,['en'],Strophanthus speciosus,Strophanthus speciosus,81956-1,81956-1,Species
677,677,677,Strophanthus thollonii,['en'],Strophanthus thollonii,Strophanthus thollonii,81960-1,81960-1,Species
678,678,678,Strophanthus welwitschii,['en'],Strophanthus welwitschii,Strophanthus welwitschii,81965-1,81965-1,Species
679,679,679,Tabernaemontana africana,['en'],Tabernaemontana africana,Tabernaemontana africana,77177359-1,77177359-1,Species
680,680,680,Tabernaemontana alba,['en'],Tabernaemontana alba,Tabernaemontana alba,81985-1,81985-1,Species
681,681,681,Tabernaemontana alternifolia,['en'],Tabernaemontana alternifolia,Tabernaemontana alternifolia,81992-1,81992-1,Species
682,682,682,Tabernaemontana amplifolia,['en'],Tabernaemontana amplifolia,Tabernaemontana amplifolia,248834-2,248834-2,Species
683,683,683,Tabernaemontana amygdalifolia,['en'],Tabernaemontana amygdalifolia,Tabernaemontana amygdalifolia,81996-1,81996-1,Species
684,684,684,Tabernaemontana angulata,['en'],Tabernaemontana angulata,Tabernaemontana angulata,82002-1,82002-1,Species
685,685,685,Tabernaemontana antheonycta,"['en', 'fr']",Tabernaemontana antheonycta,Tabernaemontana antheonycta,959223-1,959223-1,Species
686,686,686,Tabernaemontana apoda,['en'],Tabernaemontana apoda,Tabernaemontana apoda,82007-1,82007-1,Species
687,687,687,Tabernaemontana arborea,['en'],Tabernaemontana arborea,Tabernaemontana arborea,248839-2,248839-2,Species
688,688,688,Tabernaemontana attenuata,['en'],Tabernaemontana attenuata,Tabernaemontana attenuata,248841-2,248841-2,Species
689,689,689,Tabernaemontana aurantiaca,['en'],Tabernaemontana aurantiaca,Tabernaemontana aurantiaca,82013-1,82013-1,Species
690,690,690,Tabernaemontana bouquetii,['en'],Tabernaemontana bouquetii,Tabernaemontana bouquetii,914704-1,914704-1,Species
691,691,691,Tabernaemontana bovina,['en'],Tabernaemontana bovina,Tabernaemontana bovina,82026-1,82026-1,Species
692,692,692,Tabernaemontana brachyantha,['en'],Tabernaemontana brachyantha,Tabernaemontana brachyantha,82027-1,82027-1,Species
693,693,693,Tabernaemontana bufalina,['en'],Tabernaemontana bufalina,Tabernaemontana bufalina,82034-1,82034-1,Species
694,694,694,Tabernaemontana calcarea,['en'],Tabernaemontana calcarea,Tabernaemontana calcarea,82035-1,82035-1,Species
695,695,695,Tabernaemontana capuronii,['en'],Tabernaemontana capuronii,Tabernaemontana capuronii,907601-1,907601-1,Species
696,696,696,Tabernaemontana catharinensis,"['es', 'en', 'pt']",Tabernaemontana catharinensis,Tabernaemontana catharinensis,82043-1,82043-1,Species
697,697,697,Tabernaemontana cerea,['en'],Tabernaemontana cerea,Tabernaemontana cerea,963137-1,963137-1,Species
698,698,698,Tabernaemontana cerifera,['en'],Tabernaemontana cerifera,Tabernaemontana cerifera,82046-1,82046-1,Species
699,699,699,Tabernaemontana chocoensis,['en'],Tabernaemontana chocoensis,Tabernaemontana chocoensis,945564-1,945564-1,Species
700,700,700,Tabernaemontana ciliata,['en'],Tabernaemontana ciliata,Tabernaemontana ciliata,82053-1,82053-1,Species
701,701,701,Tabernaemontana citrifolia,"['en', 'fr']",Tabernaemontana citrifolia,Tabernaemontana citrifolia,82055-1,82055-1,Species
702,702,702,Tabernaemontana coffeoides,['en'],Tabernaemontana coffeoides,Tabernaemontana coffeoides,82059-1,82059-1,Species
703,703,703,Tabernaemontana columbiensis,['en'],Tabernaemontana columbiensis,Tabernaemontana columbiensis,285800-2,285800-2,Species
704,704,704,Tabernaemontana contorta,"['en', 'fr']",Tabernaemontana contorta,Tabernaemontana contorta,82065-1,82065-1,Species
705,705,705,Tabernaemontana cordata,['en'],Tabernaemontana cordata,Tabernaemontana cordata,82066-1,82066-1,Species
706,706,706,Tabernaemontana coriacea,['en'],Tabernaemontana coriacea,Tabernaemontana coriacea,248849-2,248849-2,Species
707,707,707,Tabernaemontana corymbosa,"['es', 'en', 'fr']",Tabernaemontana corymbosa,Tabernaemontana corymbosa,60466167-2,60466167-2,Species
708,708,708,Tabernaemontana crassa,['en'],Tabernaemontana crassa,Tabernaemontana crassa,82072-1,82072-1,Species
709,709,709,Tabernaemontana crassifolia,['en'],Tabernaemontana crassifolia,Tabernaemontana crassifolia,82073-1,82073-1,Species
710,710,710,Tabernaemontana cumata,['en'],Tabernaemontana cumata,Tabernaemontana cumata,979014-1,979014-1,Species
711,711,711,Tabernaemontana cuspidata,['en'],Tabernaemontana cuspidata,Tabernaemontana cuspidata,285802-2,285802-2,Species
712,712,712,Tabernaemontana cymosa,['en'],Tabernaemontana cymosa,Tabernaemontana cymosa,82084-1,82084-1,Species
713,713,713,Tabernaemontana debrayi,['en'],Tabernaemontana debrayi,Tabernaemontana debrayi,913394-1,913394-1,Species
714,714,714,Tabernaemontana dichotoma,['en'],Tabernaemontana dichotoma,Tabernaemontana dichotoma,60466169-2,60466169-2,Species
715,715,715,Tabernaemontana disticha,['en'],Tabernaemontana disticha,Tabernaemontana disticha,248856-2,248856-2,Species
716,716,716,Tabernaemontana divaricata,['en'],Tabernaemontana divaricata,Tabernaemontana divaricata,82097-1,82097-1,Species
717,717,717,Tabernaemontana donnell-smithii,"['es', 'en']",Tabernaemontana donnell-smithii,Tabernaemontana donnell-smithii,248857-2,248857-2,Species
718,718,718,Tabernaemontana eglandulosa,['en'],Tabernaemontana eglandulosa,Tabernaemontana eglandulosa,82107-1,82107-1,Species
719,719,719,Tabernaemontana elegans,['en'],Tabernaemontana elegans,Tabernaemontana elegans,82109-1,82109-1,Species
720,720,720,Tabernaemontana eusepala,['en'],Tabernaemontana eusepala,Tabernaemontana eusepala,82114-1,82114-1,Species
721,721,721,Tabernaemontana eusepaloides,['en'],Tabernaemontana eusepaloides,Tabernaemontana eusepaloides,914705-1,914705-1,Species
722,722,722,Tabernaemontana flavicans,['en'],Tabernaemontana flavicans,Tabernaemontana flavicans,82121-1,82121-1,Species
723,723,723,Tabernaemontana gamblei,['en'],Tabernaemontana gamblei,Tabernaemontana gamblei,82125-1,82125-1,Species
724,724,724,Tabernaemontana glabra,['en'],Tabernaemontana glabra,Tabernaemontana glabra,77157914-1,77157914-1,Species
725,725,725,Tabernaemontana glandulosa,"['en', 'fr']",Tabernaemontana glandulosa,Tabernaemontana glandulosa,82129-1,82129-1,Species
726,726,726,Tabernaemontana grandiflora,['en'],Tabernaemontana grandiflora,Tabernaemontana grandiflora,82139-1,82139-1,Species
727,727,727,Tabernaemontana hallei,"['en', 'fr']",Tabernaemontana hallei,Tabernaemontana hallei,77108705-1,77108705-1,Species
728,728,728,Tabernaemontana heterophylla,['en'],Tabernaemontana heterophylla,Tabernaemontana heterophylla,82146-1,82146-1,Species
729,729,729,Tabernaemontana humblotii,['en'],Tabernaemontana humblotii,Tabernaemontana humblotii,82154-1,82154-1,Species
730,730,730,Tabernaemontana hystrix,['en'],Tabernaemontana hystrix,Tabernaemontana hystrix,82157-1,82157-1,Species
731,731,731,Tabernaemontana inconspicua,['en'],Tabernaemontana inconspicua,Tabernaemontana inconspicua,82161-1,82161-1,Species
732,732,732,Tabernaemontana laeta,"['en', 'pt']",Tabernaemontana laeta,Tabernaemontana laeta,82175-1,82175-1,Species
733,733,733,Tabernaemontana lagenaria,['en'],Tabernaemontana lagenaria,Tabernaemontana lagenaria,979015-1,979015-1,Species
734,734,734,Tabernaemontana laurifolia,['en'],Tabernaemontana laurifolia,Tabernaemontana laurifolia,82182-1,82182-1,Species
735,735,735,Tabernaemontana leeuwenbergiana,['en'],Tabernaemontana leeuwenbergiana,Tabernaemontana leeuwenbergiana,318025-2,318025-2,Species
736,736,736,Tabernaemontana letestui,['en'],Tabernaemontana letestui,Tabernaemontana letestui,82187-1,82187-1,Species
737,737,737,Tabernaemontana linkii,['en'],Tabernaemontana linkii,Tabernaemontana linkii,82189-1,82189-1,Species
738,738,738,Tabernaemontana longipes,['en'],Tabernaemontana longipes,Tabernaemontana longipes,248876-2,248876-2,Species
739,739,739,Tabernaemontana lorifera,['en'],Tabernaemontana lorifera,Tabernaemontana lorifera,979016-1,979016-1,Species
740,740,740,Tabernaemontana macrocalyx,['en'],Tabernaemontana macrocalyx,Tabernaemontana macrocalyx,285812-2,285812-2,Species
741,741,741,Tabernaemontana macrocarpa,['en'],Tabernaemontana macrocarpa,Tabernaemontana macrocarpa,82203-1,82203-1,Species
742,742,742,Tabernaemontana markgrafiana,['en'],Tabernaemontana markgrafiana,Tabernaemontana markgrafiana,288916-2,288916-2,Species
743,743,743,Tabernaemontana maxima,['en'],Tabernaemontana maxima,Tabernaemontana maxima,82212-1,82212-1,Species
744,744,744,Tabernaemontana muricata,['en'],Tabernaemontana muricata,Tabernaemontana muricata,82235-1,82235-1,Species
745,745,745,Tabernaemontana ochroleuca,['en'],Tabernaemontana ochroleuca,Tabernaemontana ochroleuca,248885-2,248885-2,Species
746,746,746,Tabernaemontana odoratissima,['en'],Tabernaemontana odoratissima,Tabernaemontana odoratissima,20010230-1,20010230-1,Species
747,747,747,Tabernaemontana oppositifolia,['en'],Tabernaemontana oppositifolia,Tabernaemontana oppositifolia,248887-2,248887-2,Species
748,748,748,Tabernaemontana ovalifolia,['en'],Tabernaemontana ovalifolia,Tabernaemontana ovalifolia,248888-2,248888-2,Species
749,749,749,Tabernaemontana pachysiphon,['en'],Tabernaemontana pachysiphon,Tabernaemontana pachysiphon,82263-1,82263-1,Species
750,750,750,Tabernaemontana palustris,['en'],Tabernaemontana palustris,Tabernaemontana palustris,248891-2,248891-2,Species
751,751,751,Tabernaemontana panamensis,['en'],Tabernaemontana panamensis,Tabernaemontana panamensis,248892-2,248892-2,Species
752,752,752,Tabernaemontana pandacaqui,['en'],Tabernaemontana pandacaqui,Tabernaemontana pandacaqui,82269-1,82269-1,Species
753,753,753,Tabernaemontana pauciflora,['en'],Tabernaemontana pauciflora,Tabernaemontana pauciflora,82278-1,82278-1,Species
754,754,754,Tabernaemontana pauli,['en'],Tabernaemontana pauli,Tabernaemontana pauli,77105797-1,77105797-1,Species
755,755,755,Tabernaemontana peduncularis,['en'],Tabernaemontana peduncularis,Tabernaemontana peduncularis,82280-1,82280-1,Species
756,756,756,Tabernaemontana penduliflora,"['en', 'fr']",Tabernaemontana penduliflora,Tabernaemontana penduliflora,82282-1,82282-1,Species
757,757,757,Tabernaemontana persicariifolia,['en'],Tabernaemontana persicariifolia,Tabernaemontana persicariifolia,82285-1,82285-1,Species
758,758,758,Tabernaemontana peschiera,['en'],Tabernaemontana peschiera,Tabernaemontana peschiera,60467379-2,60467379-2,Species
759,759,759,Tabernaemontana phymata,['en'],Tabernaemontana phymata,Tabernaemontana phymata,959222-1,959222-1,Species
760,760,760,Tabernaemontana polyneura,['en'],Tabernaemontana polyneura,Tabernaemontana polyneura,77074605-1,77074605-1,Species
761,761,761,Tabernaemontana psorocarpa,['en'],Tabernaemontana psorocarpa,Tabernaemontana psorocarpa,82297-1,82297-1,Species
762,762,762,Tabernaemontana remota,"['en', 'fr']",Tabernaemontana remota,Tabernaemontana remota,959224-1,959224-1,Species
763,763,763,Tabernaemontana retusa,['en'],Tabernaemontana retusa,Tabernaemontana retusa,82313-1,82313-1,Species
764,764,764,Tabernaemontana rostrata,['en'],Tabernaemontana rostrata,Tabernaemontana rostrata,82320-1,82320-1,Species
765,765,765,Tabernaemontana rupicola,['en'],Tabernaemontana rupicola,Tabernaemontana rupicola,82322-1,82322-1,Species
766,766,766,Tabernaemontana salomonensis,['en'],Tabernaemontana salomonensis,Tabernaemontana salomonensis,962696-1,962696-1,Species
767,767,767,Tabernaemontana salzmannii,['en'],Tabernaemontana salzmannii,Tabernaemontana salzmannii,82325-1,82325-1,Species
768,768,768,Tabernaemontana sambiranensis,['en'],Tabernaemontana sambiranensis,Tabernaemontana sambiranensis,82326-1,82326-1,Species
769,769,769,Tabernaemontana sananho,"['es', 'en']",Tabernaemontana sananho,Tabernaemontana sananho,82327-1,82327-1,Species
770,770,770,Tabernaemontana sessilifolia,['en'],Tabernaemontana sessilifolia,Tabernaemontana sessilifolia,82330-1,82330-1,Species
771,771,771,Tabernaemontana siphilitica,['en'],Tabernaemontana siphilitica,Tabernaemontana siphilitica,20001045-1,20001045-1,Species
772,772,772,Tabernaemontana solanifolia,['en'],Tabernaemontana solanifolia,Tabernaemontana solanifolia,82334-1,82334-1,Species
773,773,773,Tabernaemontana sphaerocarpa,['en'],Tabernaemontana sphaerocarpa,Tabernaemontana sphaerocarpa,82336-1,82336-1,Species
774,774,774,Tabernaemontana stapfiana,['en'],Tabernaemontana stapfiana,Tabernaemontana stapfiana,82342-1,82342-1,Species
775,775,775,Tabernaemontana stellata,['en'],Tabernaemontana stellata,Tabernaemontana stellata,82343-1,82343-1,Species
776,776,776,Tabernaemontana stenosiphon,['en'],Tabernaemontana stenosiphon,Tabernaemontana stenosiphon,82346-1,82346-1,Species
777,777,777,Tabernaemontana ternifolia,['en'],Tabernaemontana ternifolia,Tabernaemontana ternifolia,60439757-2,60439757-2,Species
778,778,778,Tabernaemontana thurstonii,['en'],Tabernaemontana thurstonii,Tabernaemontana thurstonii,82362-1,82362-1,Species
779,779,779,Tabernaemontana tomentosa,['en'],Tabernaemontana tomentosa,Tabernaemontana tomentosa,77105802-1,77105802-1,Species
780,780,780,Tabernaemontana undulata,"['es', 'en']",Tabernaemontana undulata,Tabernaemontana undulata,82371-1,82371-1,Species
781,781,781,Tabernaemontana vanheurckii,['en'],Tabernaemontana vanheurckii,Tabernaemontana vanheurckii,285821-2,285821-2,Species
782,782,782,Tabernaemontana ventricosa,"['en', 'fr']",Tabernaemontana ventricosa,Tabernaemontana ventricosa,82377-1,82377-1,Species
783,783,783,Tabernaemontana wullschlaegelii,['en'],Tabernaemontana wullschlaegelii,Tabernaemontana wullschlaegelii,82387-1,82387-1,Species
784,784,784,Tabernanthe iboga,"['es', 'en', 'fr', 'it']",Tabernanthe iboga,Tabernanthe iboga,56090-1,56090-1,Species
785,785,785,Telosma cordata,"['es', 'en']",Telosma cordata,Telosma cordata,102157-1,102157-1,Species
786,786,786,Telosma procumbens,['en'],Telosma procumbens,Telosma procumbens,102163-1,102163-1,Species
787,787,787,Thevetia ahouai,"['es', 'pt']",Thevetia ahouai,Thevetia ahouai,82440-1,82440-1,Species
788,788,788,Thyrsanthella difformis,['en'],Thyrsanthella difformis,Thyrsanthella difformis,252920-2,252920-2,Species
789,789,789,Trachelospermum asiaticum,"['es', 'en', 'fr']",Trachelospermum asiaticum,Trachelospermum asiaticum,82528-1,82528-1,Species
790,790,790,Trachelospermum jasminoides,"['es', 'en', 'fr', 'it', 'pt']",Trachelospermum jasminoides,Trachelospermum jasminoides,82553-1,82553-1,Species
791,791,791,Treutlera insignis,['es'],Treutlera insignis,Treutlera insignis,102270-1,102270-1,Species
792,792,792,Trichosandra borbonica,"['es', 'fr']",Trichosandra borbonica,Trichosandra borbonica,102308-1,102308-1,Species
793,793,793,Tridentea gemmiflora,['en'],Tridentea gemmiflora,Tridentea gemmiflora,102317-1,102317-1,Species
794,794,794,Tridentea pachyrrhiza,['en'],Tridentea pachyrrhiza,Tridentea pachyrrhiza,102326-1,102326-1,Species
795,795,795,Urceola elastica,['fr'],Urceola elastica,Urceola elastica,82586-1,82586-1,Species
796,796,796,Urceola micrantha,"['es', 'en', 'fr']",Urceola micrantha,Urceola micrantha,977796-1,977796-1,Species
797,797,797,Vailia mucronata,['en'],Vailia mucronata,Vailia mucronata,299308-2,299308-2,Species
798,798,798,Vallesia antillana,['en'],Vallesia antillana,Vallesia antillana,262478-2,262478-2,Species
799,799,799,Vallesia glabra,"['es', 'en']",Vallesia glabra,Vallesia glabra,82668-1,82668-1,Species
800,800,800,Vinca difformis,"['es', 'en', 'pt']",Vinca difformis,Vinca difformis,82683-1,82683-1,Species
801,801,801,Vinca difformis subsp. difformis,['pt'],Vinca difformis subsp. difformis,Vinca difformis,82683-1,77171911-1,Subspecies
802,802,802,Vinca herbacea,['en'],Vinca herbacea,Vinca herbacea,82691-1,82691-1,Species
803,803,803,Vinca ispartensis,['en'],Vinca ispartensis,Vinca ispartensis,77174889-1,77174889-1,Species
804,804,804,Vinca major,"['es', 'en', 'fr', 'it', 'pt']",Vinca major,Vinca major,82697-1,82697-1,Species
805,805,805,Vinca major subsp. major,['pt'],Vinca major subsp. major,Vinca major,82697-1,77171099-1,Subspecies
806,806,806,Vinca minor,"['es', 'en', 'fr', 'it', 'pt']",Vinca minor,Vinca minor,82701-1,82701-1,Species
807,807,807,Vincetoxicum auriculatum,['en'],Vincetoxicum auriculatum,Vincetoxicum auriculatum,102680-1,102680-1,Species
808,808,808,Vincetoxicum diplostigma,['en'],Vincetoxicum diplostigma,Vincetoxicum diplostigma,77190216-1,77190216-1,Species
809,809,809,Vincetoxicum funebre,['fr'],Vincetoxicum funebre,Vincetoxicum funebre,102785-1,102785-1,Species
810,810,810,Vincetoxicum hirundinaria,"['es', 'en', 'fr', 'it', 'pt']",Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,102810-1,102810-1,Species
811,811,811,Vincetoxicum lineare,['en'],Vincetoxicum lineare,Vincetoxicum lineare,77190252-1,77190252-1,Species
812,812,812,Vincetoxicum linifolium,['en'],Vincetoxicum linifolium,Vincetoxicum linifolium,102847-1,102847-1,Species
813,813,813,Vincetoxicum nigrum,"['es', 'en', 'fr', 'pt']",Vincetoxicum nigrum,Vincetoxicum nigrum,1088174-2,1088174-2,Species
814,814,814,Vincetoxicum rossicum,['en'],Vincetoxicum rossicum,Vincetoxicum rossicum,60456000-2,60456000-2,Species
815,815,815,Vincetoxicum woollsii,['en'],Vincetoxicum woollsii,Vincetoxicum woollsii,103048-1,103048-1,Species
816,816,816,Voacanga africana,"['es', 'en', 'fr', 'it']",Voacanga africana,Voacanga africana,82719-1,82719-1,Species
817,817,817,Voacanga caudiflora,['fr'],Voacanga caudiflora,Voacanga caudiflora,82726-1,82726-1,Species
818,818,818,Voacanga foetida,['en'],Voacanga foetida,Voacanga foetida,82734-1,82734-1,Species
819,819,819,Voacanga grandifolia,['en'],Voacanga grandifolia,Voacanga grandifolia,82740-1,82740-1,Species
820,820,820,Voacanga havilandii,['en'],Voacanga havilandii,Voacanga havilandii,82742-1,82742-1,Species
821,821,821,Voacanga thouarsii,['en'],Voacanga thouarsii,Voacanga thouarsii,82760-1,82760-1,Species
822,822,822,Willughbeia cirrhifera,['en'],Willughbeia cirrhifera,Willughbeia cirrhifera,82776-1,82776-1,Species
823,823,823,Willughbeia coriacea,"['es', 'fr']",Willughbeia coriacea,Willughbeia coriacea,82779-1,82779-1,Species
824,824,824,Willughbeia edulis,['en'],Willughbeia edulis,Willughbeia edulis,1009147-1,1009147-1,Species
825,825,825,Willughbeia sarawacensis,['en'],Willughbeia sarawacensis,Willughbeia sarawacensis,82810-1,82810-1,Species
826,826,826,Wrightia angustifolia,['en'],Wrightia angustifolia,Wrightia angustifolia,82827-1,82827-1,Species
827,827,827,Wrightia annamensis,['en'],Wrightia annamensis,Wrightia annamensis,82828-1,82828-1,Species
828,828,828,Wrightia antidysenterica,"['es', 'en']",Wrightia antidysenterica,Wrightia antidysenterica,82830-1,82830-1,Species
829,829,829,Wrightia demartiniana,['en'],Wrightia demartiniana,Wrightia demartiniana,82845-1,82845-1,Species
830,830,830,Wrightia dubia,['en'],Wrightia dubia,Wrightia dubia,82847-1,82847-1,Species
831,831,831,Wrightia laevis,['en'],Wrightia laevis,Wrightia laevis,82858-1,82858-1,Species
