,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,try_Snippet,Sources
5123,485956-1,Chamaecytisus eriocarpus,Chamaecytisus eriocarpus,485956-1,Species,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5124,77223734-1,Chamaecytisus triflorus subsp. triflorus,Chamaecytisus triflorus,942423-1,Subspecies,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5125,77223734-1,Chamaecytisus triflorus subsp. triflorus,Chamaecytisus triflorus,942423-1,Subspecies,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5126,77223681-1,Chamaecytisus austriacus subsp. austriacus,Chamaecytisus austriacus,485941-1,Subspecies,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5127,77223681-1,Chamaecytisus austriacus subsp. austriacus,Chamaecytisus austriacus,485941-1,Subspecies,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5130,77223681-1,Chamaecytisus austriacus subsp. austriacus,Chamaecytisus austriacus,485941-1,Subspecies,,Leaf hairiness: top:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5131,485961-1,Chamaecytisus hirsutus,Chamaecytisus hirsutus,485961-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5132,485961-1,Chamaecytisus hirsutus,Chamaecytisus hirsutus,485961-1,Species,,Leaf hairiness: bottom:densely hairy,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5133,485961-1,Chamaecytisus hirsutus,Chamaecytisus hirsutus,485961-1,Species,,Leaf hairiness: top:densely hairy,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5134,485962-1,Chamaecytisus jankae,Chamaecytisus jankae,485962-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5135,485962-1,Chamaecytisus jankae,Chamaecytisus jankae,485962-1,Species,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5136,485962-1,Chamaecytisus jankae,Chamaecytisus jankae,485962-1,Species,,Leaf hairiness: top:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5137,485966-1,Chamaecytisus leiocarpus,Chamaecytisus leiocarpus,485966-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5138,485966-1,Chamaecytisus leiocarpus,Chamaecytisus leiocarpus,485966-1,Species,,Leaf hairiness: bottom:densely hairy,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5139,485966-1,Chamaecytisus leiocarpus,Chamaecytisus leiocarpus,485966-1,Species,,Leaf hairiness: top:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5140,485971-1,Chamaecytisus paczoskii,Chamaecytisus paczoskii,485971-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5141,485971-1,Chamaecytisus paczoskii,Chamaecytisus paczoskii,485971-1,Species,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5142,485971-1,Chamaecytisus paczoskii,Chamaecytisus paczoskii,485971-1,Species,,Leaf hairiness: top:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5143,485973-1,Chamaecytisus podolicus,Chamaecytisus podolicus,485973-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5144,485973-1,Chamaecytisus podolicus,Chamaecytisus podolicus,485973-1,Species,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5145,485973-1,Chamaecytisus podolicus,Chamaecytisus podolicus,485973-1,Species,,Leaf hairiness: top:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5146,485979-1,Chamaecytisus purpureus,Chamaecytisus purpureus,485979-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5147,485979-1,Chamaecytisus purpureus,Chamaecytisus purpureus,485979-1,Species,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5148,485979-1,Chamaecytisus purpureus,Chamaecytisus purpureus,485979-1,Species,,Leaf hairiness: top:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5149,485981-1,Chamaecytisus ratisbonensis,Chamaecytisus ratisbonensis,485981-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5150,485981-1,Chamaecytisus ratisbonensis,Chamaecytisus ratisbonensis,485981-1,Species,,Leaf hairiness: bottom:densely hairy,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5151,485981-1,Chamaecytisus ratisbonensis,Chamaecytisus ratisbonensis,485981-1,Species,,Leaf hairiness: top:densely hairy,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5152,485982-1,Chamaecytisus rochelii,Chamaecytisus rochelii,485982-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5153,485982-1,Chamaecytisus rochelii,Chamaecytisus rochelii,485982-1,Species,,Leaf hairiness: bottom:densely hairy,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5154,485982-1,Chamaecytisus rochelii,Chamaecytisus rochelii,485982-1,Species,,Leaf hairiness: top:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5155,485983-1,Chamaecytisus ruthenicus,Chamaecytisus ruthenicus,485983-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5156,485983-1,Chamaecytisus ruthenicus,Chamaecytisus ruthenicus,485983-1,Species,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5157,485983-1,Chamaecytisus ruthenicus,Chamaecytisus ruthenicus,485983-1,Species,,Leaf hairiness: top:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5158,485988-1,Chamaecytisus supinus,Chamaecytisus supinus,485988-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5159,485988-1,Chamaecytisus supinus,Chamaecytisus supinus,485988-1,Species,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5160,485991-1,Chamaecytisus wulfii,Chamaecytisus wulfii,485991-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5161,485991-1,Chamaecytisus wulfii,Chamaecytisus wulfii,485991-1,Species,,Leaf hairiness: bottom:densely hairy,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5162,710023-1,Clematis recta,Clematis recta,710023-1,Species,,Leaf hairiness:abundant hairs at least on one leaf side,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
5163,710023-1,Clematis recta,Clematis recta,710023-1,Species,,Leaf hairiness: bottom:some hairs,":TRY (Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.)"
