,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,knapsack_snippet,Sources
215,756296-1,Mitragyna inermis,Mitragyna inermis,756296-1,Species,,"""['Rhynchophylline']""",:KNApSAcK
216,756300-1,Mitragyna parvifolia,Mitragyna parvifolia,756300-1,Species,,"""['Mitraphylline', 'Isomitraphylline', '16,17-Dihydro-17beta-hydroxymitraphylline']""",:KNApSAcK
217,756301-1,Mitragyna rotundifolia,Mitragyna rotundifolia,756301-1,Species,,"""['Rhynchophylline', 'Mitrafoline']""",:KNApSAcK
218,756303-1,Mitragyna speciosa,Mitragyna speciosa,756303-1,Species,,"""['Isomitraphylline', 'Isorhynchophylline', 'Mitrajavine', 'Speciophylline', 'Mitrafoline', 'Mitragynine', '3-Isoajmalicine', 'Ciliaphylline', 'Corynantheidine', 'Corynoxeine', 'Corynoxine', 'Corynoxine B', 'Isocorynantheidine', 'Isomitrafoline', 'Isopaynantheine', 'Javaphylline', 'Mitragynine oxindole A', 'Mitragynine oxindole B', 'Paynantheine', 'Rhynchociline', 'Speciociliatine', 'Speciofoline', 'Speciogynine', 'Specionoxeine', 'Corynantheidaline', 'Isocorynoxeine', 'Mitragynaline', 'Mitralactonine', 'Mitrasulgynine', '7alpha-Hydroxy-7H-mitragynine', '9-Methoxymitralactonine']""",:KNApSAcK
219,756359-1,Morinda citrifolia,Morinda citrifolia,756359-1,Species,,"""['Cytidine']""",:KNApSAcK
220,757089-1,Nauclea diderrichii,Nauclea diderrichii,757089-1,Species,,"""['Desoxycordifoline', 'Methyl beta-Carboline-1-carboxylate']""",:KNApSAcK
221,757144-1,Nauclea latifolia,Nauclea latifolia,757144-1,Species,,"""['18,19-Dihydroangustine', 'Decarbomethoxy naucl echine']""",:KNApSAcK
222,77078143-1,Nauclea officinalis,Nauclea officinalis,77078143-1,Species,,"""['Vincoline', 'Angustoline', 'Naucleofficine A', 'Naucleofficine B', 'Naucleofficine C', 'Naucleofficine D', 'Naucleofficine E']""",:KNApSAcK
223,757181-1,Nauclea orientalis,Nauclea orientalis,757181-1,Species,,"""['Nauclealine A', 'Nauclealine B']""",:KNApSAcK
224,758379-1,Ophiorrhiza blumeana,Ophiorrhiza blumeana,758379-1,Species,,"""['Blumeanine', 'Ophiorrhizine-12-carboxylate']""",:KNApSAcK
225,758479-1,Ophiorrhiza japonica,Ophiorrhiza japonica,758479-1,Species,,"""['Ophiorine A', 'Ophiorine A methyl ester', 'Ophiorine B', 'Ophiorine B methyl ester']""",:KNApSAcK
226,758576-1,Ophiorrhiza pumila,Ophiorrhiza pumila,758576-1,Species,,"""['Strictosidine', 'Tryptamine']""",:KNApSAcK
227,758602-1,Ophiorrhiza rugosa,Ophiorrhiza rugosa,758602-1,Species,,"""['Strictosidine']""",:KNApSAcK
228,922428-1,Ophiorrhiza rugosa var. prostrata,Ophiorrhiza rugosa,758602-1,Variety,,"""['Strictosidine']""",:KNApSAcK
229,77115588-1,Palicourea acuminata,Palicourea acuminata,77115588-1,Species,,"""['Strictosidine']""",:KNApSAcK
230,758987-1,Palicourea alpina,Palicourea alpina,758987-1,Species,,"""['(+)-Calycanthine']""",:KNApSAcK
231,180957-2,Palicourea coriacea,Palicourea coriacea,180957-2,Species,,"""['(+)-Calycanthine']""",:KNApSAcK
232,759061-1,Palicourea crocea,Palicourea crocea,759061-1,Species,,"""['Croceaine A', 'Croceaine B']""",:KNApSAcK
233,77161808-1,Palicourea cyanococca,Palicourea cyanococca,77161808-1,Species,,"""['Strictosidine']""",:KNApSAcK
234,77160497-1,Palicourea tsakiana,Palicourea tsakiana,77160497-1,Species,,"""['Strictosidine']""",:KNApSAcK
235,77150875-1,Palicourea winkleri,Palicourea winkleri,77150875-1,Species,,"""['Strictosidine']""",:KNApSAcK
236,204802-2,Pogonopus speciosus,Pogonopus speciosus,204802-2,Species,,"""['Tubulosine', 'Psychotrine', ""1',2',3',4'-Tetradehydrotubulosine""]""",:KNApSAcK
237,204805-2,Pogonopus tubulosus,Pogonopus tubulosus,204805-2,Species,,"""['Tubulosine']""",:KNApSAcK
238,761435-1,Psychotria bahiensis,Psychotria bahiensis,761435-1,Species,,"""['5alpha-Carboxystrictosidine', 'Isovallesiachotamine', 'Angustine']""",:KNApSAcK
239,761527-1,Psychotria brachyceras,Psychotria brachyceras,761527-1,Species,,"""['Brachycerine']""",:KNApSAcK
240,762593-1,Psychotria malayana,Psychotria malayana,762593-1,Species,,"""['Hodgkinsine']""",:KNApSAcK
241,763751-1,Psychotria viridis,Psychotria viridis,763751-1,Species,,"""['Tetrahydroharmine', 'Harmaline', 'Harmine']""",:KNApSAcK
242,236592-2,Simira rubra,Simira rubra,236592-2,Species,,"""['Harmine']""",:KNApSAcK
243,767775-1,Timonius kaniensis,Timonius kaniensis,767775-1,Species,,"""['Dihydrocupreine']""",:KNApSAcK
244,768203-1,Uncaria acida,Uncaria acida,768203-1,Species,,"""['Rhynchophylline', 'Isorhynchophylline']""",:KNApSAcK
245,768207-1,Uncaria africana,Uncaria africana,768207-1,Species,,"""['Ajmalicine', 'Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline']""",:KNApSAcK
246,768211-1,Uncaria attenuata,Uncaria attenuata,768211-1,Species,,"""['Tetrahydroalstonine', 'Mitraphylline', 'Rauniticine', 'Rhynchophylline', 'Isorhynchophylline', 'Speciophylline', '3-Isoajmalicine', 'Isocorynoxeine', '14alpha-Hydroxy-3-isorauniticine', 'Uncarine B']""",:KNApSAcK
247,768216-1,Uncaria borneensis,Uncaria borneensis,768216-1,Species,,"""['Rhynchophylline', 'Isorhynchophylline', 'Isocorynoxeine']""",:KNApSAcK
248,768220-1,Uncaria callophylla,Uncaria callophylla,768220-1,Species,,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Isogambirine']""",:KNApSAcK
249,768226-1,Uncaria cordata,Uncaria cordata,768226-1,Species,,"""['Rhynchophylline', 'Isorhynchophylline']""",:KNApSAcK
250,768231-1,Uncaria elliptica,Uncaria elliptica,768231-1,Species,,"""['Tetrahydroalstonine', '19-Epiajmalicine', 'Ajmalicine', 'Mitraphylline', 'Rauniticine', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', '3-Isoajmalicine', 'Uncarine B', '14beta-Hydroxy-3-isorauniticine', '19-Epi-3-isoajmalicine', '3-Isorauniticine', '3-Isorauniticine pseudoindoxyl', 'Akuammigine pseudoindoxyl', 'Rauniticine oxindole A', 'Rauniticine pseudoindoxyl', 'Tetrahydroalstonine N-oxide', 'Uncarine A']""",:KNApSAcK
251,60458896-2,Uncaria gambir,Uncaria gambir,60458896-2,Species,,"""['Mitraphylline', 'Uncarine B', 'Roxburghine B']""",:KNApSAcK
252,768250-1,Uncaria guianensis,Uncaria guianensis,768250-1,Species,,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Speciophylline', 'Isopteropodine']""",:KNApSAcK
253,768253-1,Uncaria hirsuta,Uncaria hirsuta,768253-1,Species,,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Uncarine B']""",:KNApSAcK
254,768254-1,Uncaria homomalla,Uncaria homomalla,768254-1,Species,,"""['Mitraphylline', 'Isomitraphylline', 'Uncarine C', 'Speciophylline', 'Isopteropodine', 'Uncarine F']""",:KNApSAcK
255,768268-1,Uncaria laevigata,Uncaria laevigata,768268-1,Species,,"""['Mitraphylline', 'Isomitraphylline', 'Speciophylline', 'Isopteropodine', 'Uncarine B']""",:KNApSAcK
256,768269-1,Uncaria lancifolia,Uncaria lancifolia,768269-1,Species,,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline']""",:KNApSAcK
257,768270-1,Uncaria lanosa,Uncaria lanosa,768270-1,Species,,"""['Mitraphylline', 'Rauniticine', 'Isomitraphylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F', 'Isocorynoxeine']""",:KNApSAcK
258,768273-1,Uncaria longiflora,Uncaria longiflora,768273-1,Species,,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F', 'Isocorynoxeine']""",:KNApSAcK
259,768275-1,Uncaria macrophylla,Uncaria macrophylla,768275-1,Species,,"""['Rhynchophylline', 'Isorhynchophylline', 'Corynoxine', 'Corynoxine B', 'Dihydrocorynantheine', 'Isorhyncophylline']""",:KNApSAcK
260,768281-1,Uncaria orientalis,Uncaria orientalis,768281-1,Species,,"""['Ajmalicine', 'Mitraphylline', 'Isomitraphylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F', 'Uncarine B']""",:KNApSAcK
261,768297-1,Uncaria rhynchophylla,Uncaria rhynchophylla,768297-1,Species,,"""['Vallesiachotamine', 'Tryptamine', 'Cadambine', 'Rhynchophylline', 'Angustoline', 'Hirsuteine', 'Hirsutine', 'Isorhynchophylline', 'Corynoxeine', 'Isocorynoxeine', '5-Hydroxytryptamine', '3alpha-Dihydrocadambine', 'Angustidine', '5-Methoxytryptamine']""",:KNApSAcK
262,768303-1,Uncaria scandens,Uncaria scandens,768303-1,Species,,"""['Mitraphylline', 'Isomitraphylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F']""",:KNApSAcK
263,768311-1,Uncaria sessilifructus,Uncaria sessilifructus,768311-1,Species,,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Uncarine F', 'Uncarine B']""",:KNApSAcK
264,768314-1,Uncaria sinensis,Uncaria sinensis,768314-1,Species,,"""['Rhynchophylline', 'Isorhynchophylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F', 'Isocorynoxeine', 'Isorhyncophylline', '3alpha-Dihydrocadambine', '3beta-Isodihydrocadambine', 'Isoformosanine']""",:KNApSAcK
265,768322-1,Uncaria tomentosa,Uncaria tomentosa,768322-1,Species,,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Uncarine C', 'Speciophylline', 'Isopteropodine', 'Isomitraphylline N-oxide', '5(S)-5-Carboxystrictosidine']""",:KNApSAcK
